model_id_x,ROC_rank_x,avg_auc_x,model_id_y,ROC_rank_y,avg_auc_y,rank_x-rank_y,avg_auc_x=avg_auc_y,rank_x-rank_y_greater_cd_18.082
rpart_0.01_clickstream,6.888,0.88,nb_1_TRUE_1_clickstream,7.771,0.873,-0.883,0.007,False
rpart_0.01_clickstream,6.888,0.88,nb_0_TRUE_1_clickstream,7.771,0.873,-0.883,0.007,False
rpart_0.01_clickstream,6.888,0.88,nb_1_FALSE_1_clickstream,13.538,0.791,-6.65,0.089,False
rpart_0.01_clickstream,6.888,0.88,nb_0_FALSE_1_clickstream,13.538,0.791,-6.65,0.089,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0_clickstream,17.375,0.752,-10.487,0.128,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.001_clickstream,17.375,0.752,-10.487,0.128,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.01_clickstream,17.58,0.751,-10.692,0.128,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.01_all,17.991,0.78,-11.103,0.1,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.1_all,18.306,0.779,-11.419,0.101,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.001_all,18.688,0.779,-11.8,0.101,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0_all,18.688,0.779,-11.8,0.101,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.1_clickstream,18.915,0.739,-12.027,0.141,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_1_clickstream,22.994,0.7,-16.106,0.18,False
rpart_0.01_clickstream,6.888,0.88,glmnet_0_1_all,23.012,0.752,-16.125,0.128,False
rpart_0.01_clickstream,6.888,0.88,nb_0_TRUE_1_all,31.023,0.725,-24.136,0.155,True
rpart_0.01_clickstream,6.888,0.88,nb_1_TRUE_1_all,31.023,0.725,-24.136,0.155,True
rpart_0.01_clickstream,6.888,0.88,adaboost_50_Real adaboost_clickstream,33.74,0.609,-26.852,0.27,True
rpart_0.01_clickstream,6.888,0.88,adaboost_100_Real adaboost_clickstream,34.755,0.596,-27.868,0.284,True
rpart_0.01_clickstream,6.888,0.88,adaboost_500_Real adaboost_clickstream,39.315,0.551,-32.428,0.329,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.01_quiz,39.416,0.605,-32.528,0.275,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_1_forum,39.455,0.514,-32.568,0.366,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0_quiz,39.477,0.605,-32.589,0.275,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.001_quiz,39.477,0.605,-32.589,0.275,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.1_quiz,39.742,0.604,-32.855,0.275,True
rpart_0.01_clickstream,6.888,0.88,adaboost_500_Adaboost.M1_forum,41.024,0.514,-34.137,0.366,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.1_forum,41.717,0.512,-34.829,0.368,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_1_quiz,42.514,0.596,-35.626,0.284,True
rpart_0.01_clickstream,6.888,0.88,adaboost_100_Adaboost.M1_forum,42.573,0.513,-35.686,0.367,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.01_forum,43.12,0.511,-36.233,0.369,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0.001_forum,43.421,0.511,-36.533,0.369,True
rpart_0.01_clickstream,6.888,0.88,glmnet_0_0_forum,43.499,0.511,-36.612,0.369,True
rpart_0.01_clickstream,6.888,0.88,adaboost_50_Adaboost.M1_forum,43.774,0.512,-36.886,0.368,True
rpart_0.01_clickstream,6.888,0.88,nb_1_TRUE_1_forum,44.41,0.511,-37.523,0.369,True
rpart_0.01_clickstream,6.888,0.88,nb_0_TRUE_1_forum,44.41,0.511,-37.523,0.369,True
rpart_0.01_clickstream,6.888,0.88,nb_0_FALSE_1_quiz,45.172,0.587,-38.284,0.293,True
rpart_0.01_clickstream,6.888,0.88,nb_1_FALSE_1_quiz,45.172,0.587,-38.284,0.293,True
rpart_0.01_clickstream,6.888,0.88,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-38.892,0.295,True
rpart_0.01_clickstream,6.888,0.88,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-39.042,0.295,True
rpart_0.01_clickstream,6.888,0.88,adaboost_500_Adaboost.M1_quiz,45.948,0.585,-39.061,0.295,True
rpart_0.01_clickstream,6.888,0.88,nb_0_TRUE_1_quiz,46.05,0.585,-39.162,0.295,True
rpart_0.01_clickstream,6.888,0.88,nb_1_TRUE_1_quiz,46.05,0.585,-39.162,0.295,True
rpart_0.01_clickstream,6.888,0.88,adaboost_50_Real adaboost_forum,48.206,0.506,-41.318,0.374,True
rpart_0.01_clickstream,6.888,0.88,adaboost_50_Real adaboost_all,48.862,0.6,-41.975,0.28,True
rpart_0.01_clickstream,6.888,0.88,adaboost_100_Real adaboost_forum,49.417,0.505,-42.529,0.375,True
rpart_0.01_clickstream,6.888,0.88,adaboost_500_Real adaboost_forum,50.085,0.504,-43.198,0.376,True
rpart_0.01_clickstream,6.888,0.88,adaboost_100_Real adaboost_all,51.156,0.589,-44.269,0.291,True
rpart_0.01_clickstream,6.888,0.88,nb_1_FALSE_1_forum,52.824,0.499,-45.936,0.381,True
rpart_0.01_clickstream,6.888,0.88,nb_0_FALSE_1_forum,52.824,0.499,-45.936,0.381,True
rpart_0.01_clickstream,6.888,0.88,rpart_0.001_forum,53.404,0.501,-46.517,0.379,True
rpart_0.01_clickstream,6.888,0.88,adaboost_500_Real adaboost_all,54.928,0.562,-48.04,0.318,True
rpart_0.01_clickstream,6.888,0.88,rpart_0.001_quiz,58.023,0.555,-51.136,0.325,True
rpart_0.01_clickstream,6.888,0.88,adaboost_50_Real adaboost_quiz,67.512,0.519,-60.625,0.361,True
rpart_0.01_clickstream,6.888,0.88,adaboost_100_Real adaboost_quiz,67.966,0.516,-61.078,0.364,True
rpart_0.01_clickstream,6.888,0.88,adaboost_500_Real adaboost_quiz,70.83,0.51,-63.942,0.37,True
rpart_0.01_clickstream,6.888,0.88,nb_0_FALSE_1_all,75.116,0.501,-68.228,0.379,True
rpart_0.01_clickstream,6.888,0.88,nb_1_FALSE_1_all,75.116,0.501,-68.228,0.379,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_all,3.508,0.898,4.263,-0.025,False
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_all,3.508,0.898,4.263,-0.025,False
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_all,3.548,0.898,4.222,-0.025,False
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_all,3.548,0.898,4.222,-0.025,False
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_all,4.131,0.897,3.639,-0.024,False
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_all,4.131,0.897,3.639,-0.024,False
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,3.234,-0.02,False
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,3.234,-0.02,False
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,2.942,-0.02,False
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,2.942,-0.02,False
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,2.007,-0.018,False
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,2.007,-0.018,False
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_TRUE_1_clickstream,7.771,0.873,0.0,0.0,False
nb_1_TRUE_1_clickstream,7.771,0.873,nb_1_FALSE_1_clickstream,13.538,0.791,-5.767,0.082,False
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_clickstream,13.538,0.791,-5.767,0.082,False
nb_0_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_clickstream,13.538,0.791,-5.767,0.082,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_clickstream,17.375,0.752,-9.604,0.121,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_clickstream,17.375,0.752,-9.604,0.121,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_clickstream,17.375,0.752,-9.604,0.121,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_clickstream,17.375,0.752,-9.604,0.121,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_clickstream,17.58,0.751,-9.809,0.121,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_clickstream,17.58,0.751,-9.809,0.121,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_all,17.991,0.78,-10.22,0.093,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_all,17.991,0.78,-10.22,0.093,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_all,18.306,0.779,-10.536,0.094,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_all,18.306,0.779,-10.536,0.094,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_all,18.688,0.779,-10.917,0.094,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_all,18.688,0.779,-10.917,0.094,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_all,18.688,0.779,-10.917,0.094,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_all,18.688,0.779,-10.917,0.094,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_clickstream,18.915,0.739,-11.144,0.134,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_clickstream,18.915,0.739,-11.144,0.134,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_clickstream,22.994,0.7,-15.223,0.173,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_clickstream,22.994,0.7,-15.223,0.173,False
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_all,23.012,0.752,-15.242,0.121,False
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_all,23.012,0.752,-15.242,0.121,False
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_TRUE_1_all,31.023,0.725,-23.253,0.148,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_1_TRUE_1_all,31.023,0.725,-23.253,0.148,True
nb_0_TRUE_1_clickstream,7.771,0.873,nb_0_TRUE_1_all,31.023,0.725,-23.253,0.148,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_clickstream,33.74,0.609,-25.969,0.263,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_clickstream,33.74,0.609,-25.969,0.263,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_clickstream,34.755,0.596,-26.985,0.276,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_clickstream,34.755,0.596,-26.985,0.276,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_clickstream,39.315,0.551,-31.545,0.322,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_clickstream,39.315,0.551,-31.545,0.322,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_quiz,39.416,0.605,-31.645,0.268,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_quiz,39.416,0.605,-31.645,0.268,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_forum,39.455,0.514,-31.685,0.359,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_forum,39.455,0.514,-31.685,0.359,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_quiz,39.477,0.605,-31.706,0.268,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_quiz,39.477,0.605,-31.706,0.268,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_quiz,39.477,0.605,-31.706,0.268,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_quiz,39.477,0.605,-31.706,0.268,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_quiz,39.742,0.604,-31.972,0.268,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_quiz,39.742,0.604,-31.972,0.268,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_forum,41.024,0.514,-33.254,0.359,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_forum,41.024,0.514,-33.254,0.359,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_forum,41.717,0.512,-33.946,0.36,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.1_forum,41.717,0.512,-33.946,0.36,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_quiz,42.514,0.596,-34.743,0.276,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_1_quiz,42.514,0.596,-34.743,0.276,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_forum,42.573,0.513,-34.803,0.36,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_forum,42.573,0.513,-34.803,0.36,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_forum,43.12,0.511,-35.35,0.362,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.01_forum,43.12,0.511,-35.35,0.362,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_forum,43.421,0.511,-35.65,0.362,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0.001_forum,43.421,0.511,-35.65,0.362,True
nb_1_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_forum,43.499,0.511,-35.729,0.362,True
nb_0_TRUE_1_clickstream,7.771,0.873,glmnet_0_0_forum,43.499,0.511,-35.729,0.362,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_forum,43.774,0.512,-36.003,0.361,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_forum,43.774,0.512,-36.003,0.361,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_TRUE_1_forum,44.41,0.511,-36.64,0.362,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_quiz,45.172,0.587,-37.401,0.285,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_1_FALSE_1_quiz,45.172,0.587,-37.401,0.285,True
nb_0_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_quiz,45.172,0.587,-37.401,0.285,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-38.009,0.287,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-38.009,0.287,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-38.159,0.287,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-38.159,0.287,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_quiz,45.948,0.585,-38.178,0.288,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Adaboost.M1_quiz,45.948,0.585,-38.178,0.288,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_TRUE_1_quiz,46.05,0.585,-38.279,0.288,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_forum,48.206,0.506,-40.436,0.367,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_forum,48.206,0.506,-40.436,0.367,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_all,48.862,0.6,-41.092,0.272,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_all,48.862,0.6,-41.092,0.272,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_forum,49.417,0.505,-41.646,0.368,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_forum,49.417,0.505,-41.646,0.368,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_forum,50.085,0.504,-42.315,0.369,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_forum,50.085,0.504,-42.315,0.369,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_all,51.156,0.589,-43.386,0.284,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_all,51.156,0.589,-43.386,0.284,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_1_FALSE_1_forum,52.824,0.499,-45.053,0.373,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_forum,52.824,0.499,-45.053,0.373,True
nb_0_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_forum,52.824,0.499,-45.053,0.373,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_all,54.928,0.562,-47.158,0.311,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_all,54.928,0.562,-47.158,0.311,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_quiz,67.512,0.519,-59.742,0.353,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_50_Real adaboost_quiz,67.512,0.519,-59.742,0.353,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_quiz,67.966,0.516,-60.195,0.356,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_100_Real adaboost_quiz,67.966,0.516,-60.195,0.356,True
nb_1_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_quiz,70.83,0.51,-63.059,0.363,True
nb_0_TRUE_1_clickstream,7.771,0.873,adaboost_500_Real adaboost_quiz,70.83,0.51,-63.059,0.363,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_all,75.116,0.501,-67.345,0.372,True
nb_1_TRUE_1_clickstream,7.771,0.873,nb_1_FALSE_1_all,75.116,0.501,-67.345,0.372,True
nb_0_TRUE_1_clickstream,7.771,0.873,nb_0_FALSE_1_all,75.116,0.501,-67.345,0.372,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_all,3.508,0.898,10.03,-0.107,False
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_all,3.508,0.898,10.03,-0.107,False
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_all,3.548,0.898,9.989,-0.107,False
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_all,3.548,0.898,9.989,-0.107,False
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_500_Adaboost.M1_all,4.131,0.897,9.406,-0.106,False
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_500_Adaboost.M1_all,4.131,0.897,9.406,-0.106,False
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,9.001,-0.102,False
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,9.001,-0.102,False
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,8.709,-0.101,False
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,8.709,-0.101,False
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,7.774,-0.1,False
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,7.774,-0.1,False
nb_1_FALSE_1_clickstream,13.538,0.791,nb_0_TRUE_1_clickstream,7.771,0.873,5.767,-0.082,False
nb_1_FALSE_1_clickstream,13.538,0.791,nb_0_FALSE_1_clickstream,13.538,0.791,0.0,0.0,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_clickstream,17.375,0.752,-3.837,0.039,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_clickstream,17.375,0.752,-3.837,0.039,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_clickstream,17.375,0.752,-3.837,0.039,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_clickstream,17.375,0.752,-3.837,0.039,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_clickstream,17.58,0.751,-4.042,0.04,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_clickstream,17.58,0.751,-4.042,0.04,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_all,17.991,0.78,-4.453,0.011,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_all,17.991,0.78,-4.453,0.011,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_all,18.306,0.779,-4.769,0.012,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_all,18.306,0.779,-4.769,0.012,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_all,18.688,0.779,-5.15,0.012,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_all,18.688,0.779,-5.15,0.012,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_all,18.688,0.779,-5.15,0.012,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_all,18.688,0.779,-5.15,0.012,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_clickstream,18.915,0.739,-5.377,0.052,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_clickstream,18.915,0.739,-5.377,0.052,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_clickstream,22.994,0.7,-9.456,0.091,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_clickstream,22.994,0.7,-9.456,0.091,False
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_all,23.012,0.752,-9.475,0.04,False
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_all,23.012,0.752,-9.475,0.04,False
nb_1_FALSE_1_clickstream,13.538,0.791,nb_0_TRUE_1_all,31.023,0.725,-17.486,0.066,False
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_50_Real adaboost_clickstream,33.74,0.609,-20.202,0.182,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_50_Real adaboost_clickstream,33.74,0.609,-20.202,0.182,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_100_Real adaboost_clickstream,34.755,0.596,-21.218,0.195,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_100_Real adaboost_clickstream,34.755,0.596,-21.218,0.195,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_500_Real adaboost_clickstream,39.315,0.551,-25.778,0.24,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_500_Real adaboost_clickstream,39.315,0.551,-25.778,0.24,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_quiz,39.416,0.605,-25.878,0.186,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_quiz,39.416,0.605,-25.878,0.186,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_forum,39.455,0.514,-25.918,0.277,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_forum,39.455,0.514,-25.918,0.277,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_quiz,39.477,0.605,-25.939,0.186,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_quiz,39.477,0.605,-25.939,0.186,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_quiz,39.477,0.605,-25.939,0.186,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_quiz,39.477,0.605,-25.939,0.186,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_quiz,39.742,0.604,-26.205,0.187,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_quiz,39.742,0.604,-26.205,0.187,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_500_Adaboost.M1_forum,41.024,0.514,-27.487,0.277,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_500_Adaboost.M1_forum,41.024,0.514,-27.487,0.277,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_forum,41.717,0.512,-28.179,0.279,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.1_forum,41.717,0.512,-28.179,0.279,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_quiz,42.514,0.596,-28.976,0.195,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_1_quiz,42.514,0.596,-28.976,0.195,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_forum,42.573,0.513,-29.036,0.278,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_forum,42.573,0.513,-29.036,0.278,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_forum,43.12,0.511,-29.583,0.28,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.01_forum,43.12,0.511,-29.583,0.28,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_forum,43.421,0.511,-29.883,0.28,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0.001_forum,43.421,0.511,-29.883,0.28,True
nb_1_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_forum,43.499,0.511,-29.962,0.28,True
nb_0_FALSE_1_clickstream,13.538,0.791,glmnet_0_0_forum,43.499,0.511,-29.962,0.28,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_forum,43.774,0.512,-30.236,0.279,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_forum,43.774,0.512,-30.236,0.279,True
nb_1_FALSE_1_clickstream,13.538,0.791,nb_0_TRUE_1_forum,44.41,0.511,-30.873,0.28,True
nb_1_FALSE_1_clickstream,13.538,0.791,nb_0_FALSE_1_quiz,45.172,0.587,-31.634,0.204,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-32.242,0.206,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_100_Adaboost.M1_quiz,45.78,0.585,-32.242,0.206,True
nb_1_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-32.392,0.206,True
nb_0_FALSE_1_clickstream,13.538,0.791,adaboost_50_Adaboost.M1_quiz,45.93,0.585,-32.392,0.206,True
